Name, Country1,Country2, Age, Position,PreviousClub,NextClub,Season,Year,TransferFee
Diego �ngelo,Brazil,None,24,CB,Genoa CFC,Eskisehirspor,Summer,2010,0
Paolo Facchinetti,Italy,None,26,DM,Genoa CFC,Savona,Summer,2010,-1
Emmanuel Ledesma,Argentina,Italy,22,CF,Genoa CFC,Crotone,Summer,2010,-1
Leonardo P�rez,Italy,Argentina,20,CF,Genoa CFC,AC Pisa,Summer,2010,-1
Fernando Forestieri,Italy,Argentina,20,SS,Genoa CFC,Udinese Calcio,Summer,2010,-1
Michele Tarallo,Italy,None,29,CF,Genoa CFC,Savona,Summer,2010,-1
Umberto Eusepi,Italy,None,21,CF,Genoa CFC,Varese,Summer,2010,-1
Andrea Signorini,Italy,None,20,CB,Genoa CFC,Benevento,Summer,2010,-1
Nicol� Antonelli,Italy,None,20,CB,Genoa CFC,Savona,Summer,2010,-1
Giorgio Parodi,Italy,None,20,CF,Genoa CFC,Savona,Summer,2010,-1
Robert Gucher,Austria,None,19,DM,Genoa CFC,Frosinone,Summer,2010,-1
Loris Damonte,Italy,None,19,CM,Genoa CFC,Alessandria,Summer,2010,-1
Nicholas Costantini,Italy,None,20,CM,Genoa CFC,Lucchese,Summer,2010,-1
Ivan Juric,Croatia,None,34,DM,Genoa CFC,None,Summer,2010,-1
Barreto,Brazil,Italy,24,SS,Udinese Calcio,AS Bari,Summer,2010,4500000.0
Sergio Almir�n,Argentina,Italy,29,CM,Juventus,AS Bari,Summer,2010,2500000.0
Michele Rinaldi,Italy,None,23,CB,Rimini,AS Bari,Summer,2010,0
Abdelkader Ghezzal,Algeria,France,25,CF,AC Siena,AS Bari,Summer,2010,-1
Leonardo Bonucci,Italy,None,23,CB,AS Bari,Juventus,Summer,2010,15500000.0
Simone Cavalli,Italy,None,31,CF,AS Bari,Andria,Summer,2010,0
Mariano Donda,Argentina,Spain,28,AM,AS Bari,CD Godoy Cruz,Summer,2010,0
Daniele De Vezze,Italy,None,30,CM,AS Bari,Torino,Summer,2010,0
Rey Volpato,Italy,None,23,CF,AS Bari,AS Livorno,Summer,2010,-1
Ivan Loseto,Italy,None,22,LB,AS Bari,Gavorrano,Summer,2010,-1
Sergio Almir�n,Argentina,Italy,29,CM,AS Bari,Juventus,Summer,2010,-1
Filippo Antonelli Agomeri,Italy,None,32,RW,AS Bari,Triestina,Summer,2010,-1
Filippo Carobbio,Italy,None,30,CM,AS Bari,AC Siena,Summer,2010,-1
Riccardo Allegretti,Italy,None,32,CM,AS Bari,Grosseto,Summer,2010,-1
Luca Piano,Italy,None,21,AM,AS Bari,Gela,Summer,2010,-1
Pedro Kamat�,Congo DR,France,28,LW,AS Bari,AC Siena,Summer,2010,-1
Cristian Stellini,Italy,None,36,LB,AS Bari,None,Summer,2010,-1
Giacinto Allegrini,Italy,None,20,RB,AS Bari,None,Summer,2010,-1
Hernanes,Brazil,None,25,AM,S�o Paulo,SS Lazio,Summer,2010,13500000.0
Sergio Floccari,Italy,San Marino,28,CF,Genoa,SS Lazio,Summer,2010,8500000.0
Javier Garrido,Spain,None,25,LB,Man City,SS Lazio,Summer,2010,2500000.0
�lvaro Gonz�lez,Uruguay,Italy,25,CM,Nacional,SS Lazio,Summer,2010,2000000.0
Mark Bresciano,Australia,Italy,30,CM,US Palermo,SS Lazio,Summer,2010,0
Antony Iannarilli,Italy,None,20,GK,Isola Liri,SS Lazio,Summer,2010,-1
Aleksandar Kolarov,Serbia,None,24,LB,SS Lazio,Man City,Summer,2010,22700000.0
Eliseu,Portugal,None,26,LB,SS Lazio,M�laga CF,Summer,2010,2000000.0
Cribari,Brazil,Italy,30,CB,SS Lazio,SSC Napoli,Summer,2010,500000.0
Thomas Hitzlsperger,Germany,None,28,CM,SS Lazio,West Ham,Summer,2010,0
Simone Santarelli,Italy,None,21,GK,SS Lazio,Foggia,Summer,2010,0
Antonio Cinelli,Italy,None,20,CM,SS Lazio,Sassuolo,Summer,2010,-1
Antony Iannarilli,Italy,None,19,GK,SS Lazio,Isola Liri,Summer,2010,-1
Sebastiano Siviglia,Italy,None,37,CB,SS Lazio,None,Summer,2010,-1
Simone Inzaghi,Italy,None,34,CF,SS Lazio,None,Summer,2010,-1
Julio Cruz,Argentina,Spain,35,CF,SS Lazio,None,Summer,2010,-1
Roberto Baronio,Italy,None,32,DM,SS Lazio,None,Summer,2010,-1
Ousmane Dabo,France,Senegal,33,DM,SS Lazio,None,Summer,2010,-1
Matej Vydra,Czech Republic,None,18,CF,Banik Ostrava,Udinese Calcio,Summer,2010,3000000.0
Gabriele Angella,Italy,None,21,CB,FC Empoli,Udinese Calcio,Summer,2010,2000000.0
Germ�n Denis,Argentina,Italy,28,CF,SSC Napoli,Udinese Calcio,Summer,2010,2000000.0
Luis Muriel,Colombia,None,19,CF,Deportivo Cali,Udinese Calcio,Summer,2010,1500000.0
Marco Motta,Italy,None,24,RB,AS Roma,Udinese Calcio,Summer,2010,1450000.0
Pablo Armero,Colombia,None,23,LB,Palmeiras,Udinese Calcio,Summer,2010,1200000.0
Steve Beleck,Cameroon,France,17,CF,Panthrakikos,Udinese Calcio,Summer,2010,600000.0
Carlos Calvo,Spain,None,24,AM,Xerez CD,Udinese Calcio,Summer,2010,0
Jacob Akrong,Ghana,None,17,CB,Liberty Pro U19,Udinese Calcio,Summer,2010,0
Medhi Benatia,Morocco,France,23,CB,Clermont Foot,Udinese Calcio,Summer,2010,0
Almen Abdi,Switzerland,Kosovo,23,AM,Le Mans,Udinese Calcio,Summer,2010,0
Fernando Forestieri,Italy,Argentina,20,SS,Genoa,Udinese Calcio,Summer,2010,-1
Rabiu Mohammed,Ghana,None,20,DM,Liberty Prof.,Udinese Calcio,Summer,2010,-1
Aleksandar Lukovic,Serbia,None,27,CB,Udinese Calcio,Zenit S-Pb,Summer,2010,7000000.0
Felipe,Brazil,Italy,25,CB,Udinese Calcio,Fiorentina,Summer,2010,6300000.0
Gaetano D'Agostino,Italy,None,28,CM,Udinese Calcio,Fiorentina,Summer,2010,4500000.0
Barreto,Brazil,Italy,24,SS,Udinese Calcio,Bari,Summer,2010,4500000.0
Abel Aguilar,Colombia,None,25,DM,Udinese Calcio,H�rcules CF,Summer,2010,1500000.0
Fernando Forestieri,Italy,Argentina,21,SS,Udinese Calcio,Genoa,Summer,2010,120000.0
Alem�o,Brazil,Italy,21,CF,Udinese Calcio,Vicenza,Summer,2010,-1
Ricardo Char�,Colombia,None,20,CB,Udinese Calcio,FC Empoli,Summer,2010,-1
Fabi�n Orellana,Chile,None,24,RW,Udinese Calcio,Granada CF,Summer,2010,-1
Ricardo Villar,Argentina,None,21,RW,Udinese Calcio,Triestina,Summer,2010,-1
Andrea Peron,Italy,None,23,CF,Udinese Calcio,Giacomense,Summer,2010,-1
Kelvin Matute,Cameroon,None,21,DM,Udinese Calcio,Triestina,Summer,2010,-1
Flavio Lazzari,Italy,None,23,LW,Udinese Calcio,FC Empoli,Summer,2010,-1
Schumacher,Brazil,Italy,23,CF,Udinese Calcio,Austria Vienna,Summer,2010,-1
Felipe,Brazil,Italy,25,CB,Udinese Calcio,ACF Fiorentina,Summer,2010,6300000.0
Gaetano D'Agostino,Italy,None,28,CM,Udinese Calcio,ACF Fiorentina,Summer,2010,4500000.0
Alessio Cerci,Italy,None,23,RW,AS Roma,ACF Fiorentina,Summer,2010,4000000.0
Artur Boruc,Poland,None,30,GK,Celtic,ACF Fiorentina,Summer,2010,2500000.0
Lorenzo Tafi,Italy,None,20,RB,Prato,ACF Fiorentina,Summer,2010,-1
Ondrej Mazuch,Czech Republic,None,21,CB,ACF Fiorentina,RSC Anderlecht,Summer,2010,1300000.0
Massimo Gobbi,Italy,None,29,LB,ACF Fiorentina,Parma,Summer,2010,0
Massimiliano Tagliani,Italy,None,21,CB,ACF Fiorentina,Ravenna,Summer,2010,500.0
Andrea Paolucci,Italy,None,23,CM,ACF Fiorentina,Andria,Summer,2010,-1
Manuel Nocciolini,Italy,None,21,RW,ACF Fiorentina,Gavorrano,Summer,2010,-1
Samuel Di Carmine,Italy,None,21,CF,ACF Fiorentina,Frosinone,Summer,2010,-1
Giacomo Casoli,Italy,None,21,RM,ACF Fiorentina,Spezia,Summer,2010,-1
Lorenzo Morelli,Italy,None,22,CF,ACF Fiorentina,Prato,Summer,2010,-1
Samuele Bettoni,Italy,None,20,CB,ACF Fiorentina,Reggiana,Summer,2010,-1
Lorenzo Tafi,Italy,None,19,RB,ACF Fiorentina,Prato Youth,Summer,2010,-1
Simone D'Anna,Italy,None,20,LW,ACF Fiorentina,Gela,Summer,2010,-1
Piergiuseppe Maritato,Italy,None,21,CF,ACF Fiorentina,Reggiana,Summer,2010,-1
Mauricio Pinilla,Chile,Italy,26,CF,Grosseto,US Palermo,Summer,2010,5100000.0
Ezequiel Mu�oz,Argentina,Spain,19,CB,Boca Juniors,US Palermo,Summer,2010,5000000.0
Massimo Maccarone,Italy,None,30,CF,AC Siena,US Palermo,Summer,2010,4400000.0
Jo�o Pedro,Brazil,None,18,AM,Atl�tico-MG,US Palermo,Summer,2010,2500000.0
Josip Ilicic,Slovenia,Croatia,22,AM,NK Maribor,US Palermo,Summer,2010,2300000.0
Santiago Garc�a,Argentina,Spain,22,LB,CA Rosario,US Palermo,Summer,2010,1600000.0
Armin Bacinovic,Slovenia,None,20,DM,NK Maribor,US Palermo,Summer,2010,1200000.0
Kamil Glik,Poland,Germany,22,CB,Piast Gliwice,US Palermo,Summer,2010,1000000.0
Matteo Darmian,Italy,None,20,RB,AC Milan,US Palermo,Summer,2010,800000.0
Gianni Munari,Italy,None,27,CM,Lecce,US Palermo,Summer,2010,391000.0
Nicola Rigoni,Italy,None,19,CM,Vicenza,US Palermo,Summer,2010,-1
Pajtim Kasami,Switzerland,Macedonia,18,CM,AC Bellinzona,US Palermo,Summer,2010,-1
Giacomo Brichetto,Italy,None,27,GK,Novara,US Palermo,Summer,2010,-1
Simon Kjaer,Denmark,None,21,CB,US Palermo,VfL Wolfsburg,Summer,2010,12000000.0
F�bio Simpl�cio,Brazil,None,30,CM,US Palermo,AS Roma,Summer,2010,0
Mark Bresciano,Australia,Italy,30,CM,US Palermo,Lazio,Summer,2010,0
Davide Lanzafame,Italy,None,23,CF,US Palermo,Juventus,Summer,2010,-1
Alberto Cossentino,Italy,None,21,CB,US Palermo,Novara,Summer,2010,-1
Giuseppe Polito,Italy,None,22,Striker,US Palermo,Pomezia,Summer,2010,-1
Antonio Tranchina,Italy,None,21,CM,US Palermo,Monopoli,Summer,2010,-1
Giovanni Tedesco,Italy,None,38,RM,US Palermo,None,Summer,2010,-1
Leonardo Bonucci,Italy,None,23,CB,Bari,Juventus FC,Summer,2010,15500000.0
Milos Krasic,Serbia,None,25,CM,CSKA Moscow,Juventus FC,Summer,2010,15000000.0
Jorge Mart�nez,Uruguay,Spain,27,RW,Catania,Juventus FC,Summer,2010,12000000.0
Marco Storari,Italy,None,33,GK,AC Milan,Juventus FC,Summer,2010,4500000.0
Albin Ekdal,Sweden,None,21,CM,Bologna,Juventus FC,Summer,2010,1310000.0
Andr� Cuneaz,Italy,None,23,RM,Mantova FC,Juventus FC,Summer,2010,0
Davide Lanzafame,Italy,None,23,CF,US Palermo,Juventus FC,Summer,2010,-1
Jesus Garcia Tena,Spain,None,20,CB,Terrassa FC,Juventus FC,Summer,2010,-1
Marco Costantino,Italy,None,19,GK,SPAL,Juventus FC,Summer,2010,-1
Sergio Almir�n,Argentina,Italy,29,CM,Bari,Juventus FC,Summer,2010,-1
Diego,Brazil,Italy,25,AM,Juventus FC,VfL Wolfsburg,Summer,2010,15500000.0
Christian Poulsen,Denmark,None,30,DM,Juventus FC,Liverpool,Summer,2010,5480000.0
Cristian Molinaro,Italy,None,26,LB,Juventus FC,VfB Stuttgart,Summer,2010,3800000.0
Lorenzo Ariaudo,Italy,None,21,CB,Juventus FC,Cagliari Calcio,Summer,2010,3800000.0
Sergio Almir�n,Argentina,Italy,29,CM,Juventus FC,Bari,Summer,2010,2500000.0
Albin Ekdal,Sweden,None,21,CM,Juventus FC,Bologna,Summer,2010,2400000.0
Mauro Germ�n Camoranesi,Italy,Argentina,33,RM,Juventus FC,VfB Stuttgart,Summer,2010,2000000.0
David Tr�z�guet,France,Argentina,32,CF,Juventus FC,H�rcules CF,Summer,2010,0
Donato Bottone,Italy,None,22,CF,Juventus FC,Clermont Foot,Summer,2010,0
Fabio Cannavaro,Italy,None,36,CB,Juventus FC,Al-Ahli (UAE),Summer,2010,0
Jonathan Zebina,France,None,32,CB,Juventus FC,Brescia,Summer,2010,0
Nicola Cosentini,Italy,None,22,DM,Juventus FC,Viareggio,Summer,2010,-1
Andrea Pisani,Italy,None,23,CB,Juventus FC,Portogruaro,Summer,2010,-1
Alessandro D'Antoni,Italy,None,21,SS,Juventus FC,Viareggio,Summer,2010,-1
Andr� Cuneaz,Italy,None,23,RM,Juventus FC,Alessandria,Summer,2010,-1
Marco Duravia,Italy,None,20,RM,Juventus FC,FC Canavese,Summer,2010,-1
Giorgio Merlano,Italy,None,21,GK,Juventus FC,Viareggio,Summer,2010,-1
Riccardo Maniero,Italy,None,22,CF,Juventus FC,Pescara,Summer,2010,-1
Dario Venitucci,Italy,None,23,AM,Juventus FC,Bassano,Summer,2010,-1
Antonio Chimenti,Italy,None,40,GK,Juventus FC,None,Summer,2010,-1
Bojan Jokic,Slovenia,None,24,LB,FC Sochaux,Chievo Verona,Summer,2010,1000000.0
Cyril Th�r�au,France,None,27,CF,RSC Charleroi,Chievo Verona,Summer,2010,900000.0
Marco Andreolli,Italy,None,24,CB,AS Roma,Chievo Verona,Summer,2010,800000.0
Gennaro Sardo,Italy,None,31,RB,Catania,Chievo Verona,Summer,2010,500000.0
Bostjan Cesar,Slovenia,None,27,CB,Grenoble,Chievo Verona,Summer,2010,0
Michele Sansotta,Italy,None,18,Midfielder,Perugia U19,Chievo Verona,Summer,2010,0
Jefferson Leonardo Trazzi,Italy,Brazil,19,GK,Lecce,Chievo Verona,Summer,2010,0
Ledian Memushaj,Albania,None,23,CM,Paganese,Chievo Verona,Summer,2010,0
Matteo Di Piazza,Italy,None,22,CF,Rimini,Chievo Verona,Summer,2010,0
Francesco Checcucci,Italy,None,22,CB,Lumezzane,Chievo Verona,Summer,2010,-1
Roberto Cortese,Italy,None,25,CF,Taranto,Chievo Verona,Summer,2010,-1
Piero Robertiello,Italy,None,21,GK,Salernitana,Chievo Verona,Summer,2010,-1
Rinc�n,Brazil,None,23,CB,Inter,Chievo Verona,Summer,2010,-1
Filippo Fondi,Italy,None,21,DM,Foligno,Chievo Verona,Summer,2010,-1
Francesco Dettori,Italy,None,27,CM,Pescara,Chievo Verona,Summer,2010,-1
Giovanni Madiotto,Italy,None,19,SS,Bassano,Chievo Verona,Summer,2010,-1
Leonardo Moracci,Italy,None,22,CB,Alessandria,Chievo Verona,Summer,2010,-1
Davide Moscardelli,Italy,Belgium,30,CF,Piacenza FC,Chievo Verona,Summer,2010,-1
Roberto Inglese,Italy,None,18,CF,Pescara,Chievo Verona,Summer,2010,-1
Rinaldo Lispi,Italy,None,23,CB,Chievo Verona,Brindisi,Summer,2010,0
Mario Yepes,Colombia,France,34,CB,Chievo Verona,AC Milan,Summer,2010,0
Francesco Scardina,Italy,None,28,CB,Chievo Verona,Cittadella,Summer,2010,-1
Angelo Antonazzo,Italy,None,28,RB,Chievo Verona,Taranto,Summer,2010,-1
Mattia Minesso,Italy,None,21,AM,Chievo Verona,Vicenza,Summer,2010,-1
Antimo Iunco,Italy,None,26,SS,Chievo Verona,Torino,Summer,2010,-1
Tommaso Chiecchi,Italy,None,30,CB,Chievo Verona,Lecco,Summer,2010,-1
Giovanni Madiotto,Italy,None,19,SS,Chievo Verona,Bassano,Summer,2010,-1
Matteo Di Piazza,Italy,None,22,CF,Chievo Verona,Pro Vercelli,Summer,2010,-1
Luca Ariatti,Italy,None,31,CM,Chievo Verona,Pescara,Summer,2010,-1
Philippe Montandon,Switzerland,None,27,CB,Chievo Verona,FC Lugano,Summer,2010,-1
Michele Sansotta,Italy,None,18,Midfielder,Chievo Verona,Sangiovannese,Summer,2010,-1
Andrea Mengoni,Italy,None,26,CB,Chievo Verona,Pescara,Summer,2010,-1
Dimas,Brazil,None,25,LW,Chievo Verona,AC Montichiari,Summer,2010,-1
Leonardo Moracci,Italy,None,22,CB,Chievo Verona,Lecco,Summer,2010,-1
Jefferson Leonardo Trazzi,Italy,Brazil,19,GK,Chievo Verona,Triestina,Summer,2010,-1
Daniele Piro,Italy,None,21,RW,Chievo Verona,Brindisi,Summer,2010,-1
Fabio Moro,Italy,None,34,RB,Chievo Verona,None,Summer,2010,-1
Erjon Bogdani,Albania,None,33,CF,Chievo Verona,AC Cesena,Summer,2010,-1
Ignacio Piatti,Argentina,Italy,25,AM,San Felipe,US Lecce,Summer,2010,2500000.0
Daniele Cacia,Italy,None,27,CF,Piacenza FC,US Lecce,Summer,2010,1050000.0
Jeda,Brazil,Italy,31,SS,Cagliari Calcio,US Lecce,Summer,2010,1000000.0
Rub�n Olivera,Uruguay,None,27,CM,Pe�arol,US Lecce,Summer,2010,0
Carlos Grossm�ller,Uruguay,Germany,27,CM,FC Schalke 04,US Lecce,Summer,2010,0
Massimiliano Benassi,Italy,None,28,GK,Perugia,US Lecce,Summer,2010,0
Javier Chevant�n,Uruguay,Spain,30,CF,Sevilla FC,US Lecce,Summer,2010,0
David Di Michele,Italy,None,34,CF,Torino,US Lecce,Summer,2010,0
Edward Ofere,Nigeria,Sweden,24,CF,Malm�,US Lecce,Summer,2010,-1
Davide Brivio,Italy,None,22,LB,Vicenza,US Lecce,Summer,2010,-1
Allan Baclet,France,Ghana,24,CF,US Lecce,Vicenza,Summer,2010,400000.0
Gianni Munari,Italy,None,27,CM,US Lecce,US Palermo,Summer,2010,391000.0
Jefferson Leonardo Trazzi,Italy,Brazil,19,GK,US Lecce,Chievo Verona,Summer,2010,0
Carlo Vicedomini,Italy,None,24,CM,US Lecce,Paganese,Summer,2010,0
Francesco Giorgetti,Italy,None,24,LM,US Lecce,Casarano,Summer,2010,0
Bal�zs Balogh,Hungary,None,20,DM,US Lecce,�jpest FC,Summer,2010,0
Angelo,Brazil,None,29,RB,US Lecce,Parma,Summer,2010,0
Matteo Legittimo,Italy,None,21,CB,US Lecce,Salernitana,Summer,2010,-1
Mattia Montefusco,Italy,None,22,LB,US Lecce,AS Gubbio,Summer,2010,-1
Raffaele Schiavi,Italy,None,24,CB,US Lecce,Vicenza,Summer,2010,-1
Daniele Cacia,Italy,None,26,CF,US Lecce,Piacenza FC,Summer,2010,-1
Antonio Tundo,Italy,None,21,LB,US Lecce,Brindisi,Summer,2010,-1
Manuel Belleri,Italy,None,32,RB,US Lecce,None,Summer,2010,-1
Gast�n Ram�rez,Uruguay,None,19,AM,Pe�arol,Bologna FC 1909,Summer,2010,3360000.0
Riccardo Meggiorini,Italy,None,24,SS,Genoa,Bologna FC 1909,Summer,2010,3000000.0
Gy�rgy Garics,Austria,Hungary,26,RB,Atalanta,Bologna FC 1909,Summer,2010,3000000.0
Rene Krhin,Slovenia,None,20,DM,Inter,Bologna FC 1909,Summer,2010,2500000.0
Albin Ekdal,Sweden,None,21,CM,Juventus,Bologna FC 1909,Summer,2010,2400000.0
Henry Gim�nez,Uruguay,Italy,24,CF,River Plate,Bologna FC 1909,Summer,2010,2000000.0
Diego P�rez,Uruguay,Italy,30,DM,Monaco,Bologna FC 1909,Summer,2010,2000000.0
Nicol� Cherubin,Italy,None,23,CB,Cittadella,Bologna FC 1909,Summer,2010,1500000.0
Archimede Morleo,Italy,None,26,LB,Crotone,Bologna FC 1909,Summer,2010,950000.0
Daniele Paponi,Italy,None,22,CF,Parma,Bologna FC 1909,Summer,2010,500000.0
Manuel Gavil�n,Spain,None,19,CF,Betis B,Bologna FC 1909,Summer,2010,350000.0
Filippo Lombardi,Italy,None,20,GK,Ancona,Bologna FC 1909,Summer,2010,0
Cristiano Lupatelli,Italy,None,32,GK,Cagliari Calcio,Bologna FC 1909,Summer,2010,-1
Daniel Osvaldo,Italy,Argentina,24,CF,Bologna FC 1909,Espanyol,Summer,2010,4600000.0
Riccardo Meggiorini,Italy,None,25,SS,Bologna FC 1909,Genoa,Summer,2010,3000000.0
Albin Ekdal,Sweden,None,21,CM,Bologna FC 1909,Juventus,Summer,2010,1310000.0
Gabriele Paonessa,Italy,None,23,AM,Bologna FC 1909,Parma,Summer,2010,600000.0
Ada�lton,Brazil,Italy,33,SS,Bologna FC 1909,FC Vaslui,Summer,2010,0
Stephen Appiah,Ghana,None,29,CM,Bologna FC 1909,AC Cesena,Summer,2010,0
Roberto Colombo,Italy,None,34,GK,Bologna FC 1909,Triestina,Summer,2010,0
Leonardo Cisterni,Italy,None,19,CF,Bologna FC 1909,Spezia,Summer,2010,500.0
Salvatore Lanna,Italy,None,33,LB,Bologna FC 1909,None,Summer,2010,-1
Cristian Zenoni,Italy,None,33,RB,Bologna FC 1909,None,Summer,2010,-1
Luigi Lavecchia,Italy,None,28,RM,Bologna FC 1909,None,Summer,2010,-1
Filippo Spitoni,Italy,None,26,GK,Bologna FC 1909,None,Summer,2010,-1
Massimo Marazzina,Italy,None,35,CF,Bologna FC 1909,None,Summer,2010,-1
Nicola Mingazzini,Italy,None,29,CM,Bologna FC 1909,None,Summer,2010,-1
Nicola Pozzi,Italy,None,24,CF,FC Empoli,UC Sampdoria,Summer,2010,5200000.0
Gianluca Curci,Italy,None,24,GK,AC Siena,UC Sampdoria,Summer,2010,2500000.0
Stefano Guberti,Italy,None,25,RW,AS Roma,UC Sampdoria,Summer,2010,1500000.0
Alessandro Romeo,Italy,None,24,CF,Ascoli,UC Sampdoria,Summer,2010,60000.0
Angelo da Costa,Brazil,Italy,26,GK,Ancona,UC Sampdoria,Summer,2010,0
Daniele Dessena,Italy,None,23,CM,Cagliari Calcio,UC Sampdoria,Summer,2010,-1
Matteo Guardalben,Italy,None,36,GK,UC Sampdoria,Modena FC,Summer,2010,0
Gabriel Ferrari,United States,Italy,22,CF,UC Sampdoria,FC Wohlen,Summer,2010,0
Luca Castellazzi,Italy,None,34,GK,UC Sampdoria,Inter,Summer,2010,0
Daniele Franceschini,Italy,None,34,LM,UC Sampdoria,Atletico Roma,Summer,2010,0
Stefano Guberti,Italy,None,26,RW,UC Sampdoria,AS Roma,Summer,2010,500.0
Carmine Cucciniello,Italy,None,21,CM,UC Sampdoria,Fondi,Summer,2010,-1
Morris Donati,Italy,None,20,CM,UC Sampdoria,Carrarese,Summer,2010,-1
Alessandro Bastrini,Italy,None,23,CB,UC Sampdoria,Vicenza,Summer,2010,-1
Pietro Arnulfo,Italy,None,21,Striker,UC Sampdoria,Ligorna,Summer,2010,-1
Lorenzo Ariaudo,Italy,None,21,CB,Juventus,Cagliari Calcio,Summer,2010,3800000.0
Ivan Pelizzoli,Italy,None,29,GK,Lokomotiv Moscow II,Cagliari Calcio,Summer,2010,0
Alex Pinardi,Italy,None,29,DM,Modena FC,Cagliari Calcio,Summer,2010,0
Gabriele Perico,Italy,None,26,RB,UC AlbinoLeffe,Cagliari Calcio,Summer,2010,-1
Andrea Cocco,Italy,None,25,CF,UC AlbinoLeffe,Cagliari Calcio,Summer,2010,-1
Dario Biasi,Italy,None,30,CB,AC Cesena,Cagliari Calcio,Summer,2010,-1
Enrico Verachi,Italy,None,21,AM,San Marino,Cagliari Calcio,Summer,2010,-1
Jeda,Brazil,Italy,31,SS,Cagliari Calcio,Lecce,Summer,2010,1000000.0
Lino Marzorati,Italy,None,23,CB,Cagliari Calcio,FC Empoli,Summer,2010,300000.0
Enrico Cotza,Italy,None,22,CM,Cagliari Calcio,Villacidrese,Summer,2010,0
Andrea Cocco,Italy,None,24,CF,Cagliari Calcio,UC AlbinoLeffe,Summer,2010,-1
Salvatore Burrai,Italy,None,23,DM,Cagliari Calcio,Foggia,Summer,2010,-1
Marco Mancosu,Italy,None,21,AM,Cagliari Calcio,Siracusa,Summer,2010,-1
Daniele Dessena,Italy,None,23,CM,Cagliari Calcio,Sampdoria,Summer,2010,-1
Marco Sau,Italy,None,22,CF,Cagliari Calcio,Foggia,Summer,2010,-1
Mauro Vigorito,Italy,None,20,GK,Cagliari Calcio,Carrarese,Summer,2010,-1
Rafael Acosta,Venezuela,Italy,21,CM,Cagliari Calcio,None,Summer,2010,-1
Simone Barone,Italy,None,32,CM,Cagliari Calcio,None,Summer,2010,-1
Diego L�pez,Uruguay,Spain,35,CB,Cagliari Calcio,None,Summer,2010,-1
Cristiano Lupatelli,Italy,None,32,GK,Cagliari Calcio,Bologna,Summer,2010,-1
Andrea Parola,Italy,None,31,DM,Cagliari Calcio,None,Summer,2010,-1
Yohan Benalouane,Tunisia,France,23,CB,Saint-�tienne,AC Cesena,Summer,2010,1100000.0
David Meza,Paraguay,Italy,21,CM,Atromitos Athen,AC Cesena,Summer,2010,85000.0
Diego Cavalieri,Brazil,Italy,27,GK,Liverpool,AC Cesena,Summer,2010,0
Stephen Appiah,Ghana,None,29,CM,Bologna,AC Cesena,Summer,2010,0
Steve von Bergen,Switzerland,None,27,CB,Hertha BSC,AC Cesena,Summer,2010,0
Alberto Galuppo,Italy,None,24,CB,Parma,AC Cesena,Summer,2010,-1
Sacha Cori,Italy,None,21,CF,Ternana,AC Cesena,Summer,2010,-1
Alessio Petti,Italy,None,20,LB,Bellaria IM,AC Cesena,Summer,2010,-1
Caio De Cenco,Brazil,Italy,21,CF,Pietri Carpi,AC Cesena,Summer,2010,-1
Andrea Rossini,Italy,None,21,GK,Foligno,AC Cesena,Summer,2010,-1
Erjon Bogdani,Albania,None,33,CF,Chievo Verona,AC Cesena,Summer,2010,-1
Milan Djuric,Bosnia-Herzegovina,Italy,20,CF,AC Cesena,Parma,Summer,2010,300000.0
Alberto Galuppo,Italy,None,25,CB,AC Cesena,Parma,Summer,2010,200000.0
Giovanni Rossi,Italy,None,21,LM,AC Cesena,SPAL,Summer,2010,-1
Gianluca Segarelli,Italy,None,32,RM,AC Cesena,Alessandria,Summer,2010,-1
Denis Tonucci,Italy,None,21,CB,AC Cesena,Vicenza,Summer,2010,-1
Caio De Cenco,Brazil,Italy,21,CF,AC Cesena,Bellaria IM,Summer,2010,-1
Federico Maria Erba,Italy,None,21,CB,AC Cesena,AS Roma,Summer,2010,-1
Dario Biasi,Italy,None,30,CB,AC Cesena,Cagliari Calcio,Summer,2010,-1
Sacha Cori,Italy,None,21,CF,AC Cesena,Carrarese,Summer,2010,-1
Jos� Espinal,Dominican Republic,Italy,27,LW,AC Cesena,KAS Eupen,Summer,2010,-1
Alessio Ambrogetti,Italy,None,21,RM,AC Cesena,Como,Summer,2010,-1
Alessio Petti,Italy,None,19,LB,AC Cesena,Bellaria IM,Summer,2010,-1
Ivan Franceschini,Italy,None,33,CB,AC Cesena,None,Summer,2010,-1
Marco Bonura,Italy,None,30,CM,AC Cesena,None,Summer,2010,-1
Michele Tardioli,Italy,None,39,GK,AC Cesena,None,Summer,2010,-1
Papu G�mez,Argentina,Italy,22,SS,San Lorenzo,Calcio Catania,Summer,2010,2500000.0
Maikol Negro,Italy,None,22,LW,Celano,Calcio Catania,Summer,2010,300000.0
Federico Moretti,Italy,None,22,CM,Ascoli,Calcio Catania,Summer,2010,200000.0
Raphael Martinho,Brazil,Italy,22,LM,Monte Alegre Futebol Clube (SP),Calcio Catania,Summer,2010,200000.0
Nicola Lanzolla,Italy,None,21,CB,Monopoli,Calcio Catania,Summer,2010,0
Cristian Suarino,Italy,None,21,DM,SS Milazzo,Calcio Catania,Summer,2010,-1
Simone Pesce,Italy,None,27,CM,Ascoli,Calcio Catania,Summer,2010,-1
Raffaele Imparato,Italy,None,23,RB,Taranto,Calcio Catania,Summer,2010,-1
